407	18.57	101	2029
408	9.18	121	812
409	3.69	44	1866
410	30.56	104	1970
411	12.18	134	1066
412	9.02	99	806
413	6.48	26	874
414	11.89	99	562
415	18.01	118	1353
416	4.57	129	934
417	3.62	116	1002
418	2.88	93	907
419	6.01	108	514
420	13.06	80	1373
421	18.65	112	516
422	3.36	134	1157
423	5.27	15	1442
424	30.77	119	1338
425	9.04	170	611
426	19.35	104	2339
427	14.30	102	658
428	4.87	99	450
429	4.47	82	880
430	6.43	86	245
431	17.70	94	980
432	15.52	103	799
433	6.94	160	737
434	11.79	85	705
435	6.27	139	1212
436	4.56	34	1053
437	5.58	79	1721
438	7.93	30	449
439	2.42	68	864
440	6.14	3	1727
441	5.78	140	1471
442	11.54	61	1179
443	14.83	132	810
444	16.83	100	1341
445	4.06	98	1738
446	6.62	125	1114
447	3.97	102	838
448	16.49	17	542
449	29.81	151	1235
450	18.34	122	927
451	15.20	19	712
452	10.56	86	1358
453	4.12	29	566
454	25.95	16	801
455	12.44	71	937
456	1.23	166	760
457	9.75	3	1192
458	7.59	131	401
459	29.98	90	930
460	20.73	37	894
461	21.34	143	1348
462	1.88	149	857
463	5.88	86	485
464	17.02	77	375
465	2.33	40	343
466	0.81	129	2696
467	16.89	39	615
468	18.31	92	718
469	15.04	97	994
470	12.35	73	1443
471	16.97	93	1711
472	4.48	76	945
473	2.64	53	1383
474	4.81	46	1690
475	17.72	85	1639
476	5.62	29	1317
477	20.31	31	825
478	22.26	29	1087
479	16.77	122	722
480	5.56	117	899
481	3.45	71	453
482	42.13	19	510
483	14.05	108	1247
484	14.08	170	1184
485	10.78	25	1472
486	21.75	77	699
487	17.99	72	118
488	9.00	122	869
489	13.67	34	1136
490	3.26	46	451
491	4.25	95	1258
492	7.01	81	748
493	17.17	158	785
494	4.41	100	453
495	6.97	69	676
496	4.30	153	1802
497	10.02	132	1279
498	26.82	10	933
499	2.47	57	896
500	35.41	9	852
501	7.45	179	665
502	15.73	46	1605
503	9.31	6	1639
504	10.00	62	1187
505	35.93	33	856
506	27.01	81	934
507	16.49	26	1153
508	33.45	131	1207
509	21.39	52	306
510	4.62	206	1199
511	5.98	121	697
512	22.63	16	1450
513	4.07	102	1146
514	7.26	75	813
515	2.44	204	1144
516	19.31	89	903
517	1.42	170	1143
518	2.86	7	1391
519	14.38	194	852
520	16.33	82	1735
521	1.47	150	643
522	11.27	100	1220
523	11.96	85	1226
524	29.23	164	1064
525	13.06	113	1331
526	12.11	79	684
527	4.15	33	637
528	8.99	95	858
529	7.38	49	718
530	10.39	66	658
531	23.66	165	809
532	5.13	42	1118
533	3.35	116	647
534	14.57	103	1699
535	5.83	49	477
536	3.76	91	995
537	19.24	17	924
538	1.99	160	1000
539	2.76	106	1187
540	2.78	194	2286
541	34.21	111	884
542	2.40	87	955
543	28.07	3	729
544	8.02	62	1536
545	7.51	67	1327
546	28.39	14	1668
547	31.83	28	1122
548	13.55	92	1051
549	18.11	93	1286
550	4.54	38	646
551	34.46	63	242
552	12.41	75	408
553	23.19	20	657
554	32.43	63	1085
555	1.33	64	629
556	57.70	69	569
557	31.97	88	502
558	13.59	81	1167
559	0.22	133	511
560	10.95	48	635
561	27.79	153	567
562	3.54	25	1432
563	15.07	22	1461
564	12.88	161	1649
565	8.44	89	736
566	10.26	73	1203
567	3.37	58	821
568	10.18	102	704
569	7.50	189	1218
570	16.82	75	1104
571	0.20	92	592
572	2.37	31	524
573	21.43	59	511
574	1.71	38	487
575	15.36	151	583
576	21.28	103	1532
577	28.81	98	381
578	7.58	106	1022
579	5.22	157	699
580	2.74	66	1422
581	19.18	92	1552
582	20.15	103	1039
583	24.05	77	1049
584	15.25	25	1380
585	14.42	128	1005
586	6.83	177	2177
587	8.56	61	487
588	1.59	126	1324
589	11.14	3	396
590	5.36	96	1715
591	21.58	90	1410
592	25.61	63	413
593	6.85	128	504
594	12.42	104	1278
595	7.17	82	651
596	1.51	118	1431
597	7.15	75	759
598	1.99	108	2491
599	12.80	121	1404
600	6.14	146	264
601	7.30	142	602
602	31.45	47	1785
603	6.57	138	719
604	8.44	61	689
605	17.64	83	479
606	17.42	96	747
607	6.70	20	483
608	7.60	105	1294
609	20.51	39	623
610	22.68	81	504
611	4.53	125	976
612	9.20	105	1344
613	1.00	84	788
614	7.63	26	829
615	4.80	120	996
616	13.94	115	648
617	15.01	47	573
618	16.88	105	1161
619	34.36	81	391
620	6.30	45	1650
621	1.97	57	287
622	21.11	65	971
623	14.10	104	876
624	12.58	34	948
625	24.63	194	597
626	11.96	119	879
627	31.17	116	785
628	18.80	40	2407
629	22.59	92	374
630	19.04	17	1039
631	13.66	127	977
632	7.74	19	983
633	13.39	59	785
634	6.27	94	1122
635	1.96	1	764
636	2.77	103	1813
637	32.73	151	800
638	8.80	67	1426
639	9.35	110	295
640	17.76	11	1359
641	10.46	98	449
642	17.71	50	1753
643	17.25	130	861
644	9.73	55	1699
645	20.04	192	980
646	14.29	93	818
647	14.90	119	2213
648	17.10	70	1231
649	6.58	115	1112
650	5.60	19	1914
651	1.15	56	403
652	1.25	106	1164
653	20.38	11	1573
654	11.72	36	615
655	13.86	77	927
656	1.11	63	1298
657	13.47	121	1974
658	19.33	122	434
659	11.91	174	1792
660	7.86	172	1242
661	11.15	8	359
662	14.57	91	926
663	3.37	110	480
664	25.05	60	1489
665	10.72	32	563
666	4.95	111	915
667	28.70	91	774
668	20.19	125	809
669	10.69	172	1086
670	18.83	50	804
671	14.12	102	902
672	5.23	139	773
673	22.01	86	888
674	16.01	67	945
675	4.62	51	834
676	1.08	78	392
677	9.29	126	1086
678	2.22	9	1055
679	38.59	72	1258
680	24.06	44	1369
681	15.09	133	1044
682	6.10	103	756
683	3.27	115	922
684	6.99	37	703
685	12.04	118	609
686	5.16	133	768
687	0.11	10	836
688	5.19	168	1638
689	10.27	43	1437
690	6.76	59	1360
691	29.44	136	1677
692	10.47	116	927
693	29.52	111	882
694	14.52	78	1042
695	9.48	126	1413
696	15.87	185	739
697	21.52	169	1319
698	17.00	47	844
699	9.01	63	705
700	16.38	213	1487
701	14.87	79	493
702	5.35	104	1045
703	7.25	66	1597
704	8.34	102	704
705	33.99	114	1312
706	1.25	113	1330
707	2.38	100	1641
708	14.79	34	498
709	6.62	189	794
710	3.37	111	886
711	14.86	106	1199
712	12.42	97	777
713	5.01	97	688
714	4.38	52	1295
715	9.97	150	854
716	16.60	34	1296
717	32.06	21	1282
718	13.44	127	800
719	0.95	28	1021
720	16.28	56	616
721	9.39	123	301
722	13.19	56	578
723	13.89	10	1316
724	1.36	111	1117
725	13.07	176	356
726	6.61	116	1074
727	32.53	61	747
728	8.13	28	898
729	37.02	74	1481
730	10.85	22	1466
731	7.07	19	1597
732	8.49	72	1079
733	3.42	196	611
734	16.21	17	1857
735	1.49	95	648
736	6.58	65	505
737	7.42	215	846
738	14.82	119	1685
739	8.10	73	599
740	14.58	95	1428
741	14.72	169	479
742	14.61	52	583
743	14.79	2	1601
744	12.89	7	1193
745	7.26	88	1278
746	21.16	99	808
747	28.28	64	1506
748	7.21	81	844
749	6.92	94	338
750	11.94	120	697
751	16.12	106	620
752	20.57	130	280
753	15.23	118	511
754	13.19	32	705
755	26.67	74	1550
756	3.92	16	551
757	4.15	76	348
758	2.44	6	534
759	7.18	49	1045
760	8.09	20	1430
761	5.64	117	1111
762	2.29	27	717
763	5.22	15	1149
764	12.69	11	2386
765	11.91	134	1015
766	25.43	103	1411
767	10.23	93	1073
768	13.68	179	377
769	2.79	101	1454
770	19.60	73	605
771	1.00	119	654
772	18.70	133	811
773	4.51	45	710
774	4.53	142	2375
775	13.19	28	1142
776	3.49	19	1298
777	13.98	185	1596
778	16.29	150	734
779	9.77	71	1556
780	2.22	97	1115
781	8.04	100	1248
782	33.71	89	1285
783	15.13	100	816
784	13.13	129	934
785	8.41	14	624
786	15.85	63	950
787	10.27	32	722
788	6.26	157	1055
789	4.87	135	1775
790	1.04	30	637
791	8.12	100	506
792	20.21	103	1596
793	3.33	71	439
794	26.94	106	1091
795	16.71	162	1671
796	4.05	11	689
797	1.83	21	1132
798	5.91	133	494
799	9.85	181	1145
800	3.54	72	1404
801	6.25	185	966
802	16.27	69	822
803	0.55	140	861
804	1.67	116	1028
805	19.15	108	400
806	7.21	40	1374
807	4.42	79	1444
808	26.40	90	823
809	6.50	120	632
810	18.94	108	1141
811	15.59	76	1538
812	10.52	105	1297
813	14.67	116	1198
814	21.65	57	443
815	10.79	136	696
816	14.16	103	1415
817	6.45	112	1003
818	7.10	26	214
819	17.62	78	523
820	0.80	89	1294
821	10.49	232	712
822	8.65	112	507
823	1.47	136	1467
824	44.54	0	350
825	24.24	76	1130
826	27.89	103	1189
827	15.93	56	816
828	3.43	90	1033
829	11.56	98	525
830	11.31	141	276
831	5.29	58	645
832	15.21	59	1086
833	23.78	32	2270
834	6.20	12	1200
835	17.81	83	2136
836	6.30	126	1772
837	32.87	79	1305
838	23.58	186	1986
839	34.24	142	191
840	7.37	9	763
841	4.97	109	2052
842	16.77	19	1305
843	4.88	107	688
844	7.63	185	1262
845	12.41	49	677
846	9.59	21	912
847	8.65	196	1258
848	4.56	81	747
849	19.08	30	507
850	8.06	71	1420
851	1.73	95	996
852	8.81	113	435
853	12.21	24	925
854	8.74	119	541
855	10.90	111	984
856	3.85	56	321
857	18.72	92	1252
858	6.22	64	594
859	2.18	100	921
860	12.85	210	1336
861	11.58	174	1939
862	10.18	90	1140
863	5.30	91	514
864	10.39	109	1634
865	8.07	25	897
866	28.87	34	1715
867	8.36	159	1039
868	6.09	7	518
869	11.18	180	1203
870	3.57	87	1110
871	11.20	30	392
872	25.02	153	471
873	9.71	34	1200
874	12.40	57	1130
875	13.98	139	1866
876	2.72	178	500
877	14.89	130	1150
878	5.44	135	838
879	20.52	78	1640
880	25.15	43	843
881	21.24	35	1239
882	9.89	85	810
883	1.57	62	1014
884	24.40	204	1539
885	7.82	158	762
886	2.70	134	794
887	1.15	71	1165
888	20.54	23	606
889	10.24	116	529
890	15.47	92	1433
891	6.38	91	752
892	1.75	44	1764
893	9.34	165	2056
894	35.54	23	1517
895	11.14	56	646
896	13.93	79	978
897	6.66	7	499
898	16.93	117	1119
899	11.75	60	1243
900	1.43	22	1122
901	13.36	62	1059
902	10.95	37	805
903	2.77	43	1015
904	9.26	36	1129
905	6.78	43	422
906	15.97	98	1294
907	1.82	125	1010
908	11.61	202	1525
909	21.95	25	1072
910	1.19	75	915
911	19.46	21	1199
912	15.95	104	925
913	4.46	164	1481
914	8.74	51	1168
915	10.17	103	458
916	10.92	191	1060
917	1.21	2	807
918	36.67	91	1648
919	34.92	122	376
920	9.89	66	1146
921	15.16	85	1149
922	4.49	69	563
923	21.76	40	1913
924	10.02	39	862
925	4.66	48	1508
926	4.31	170	1185
927	15.36	53	1811
928	0.61	81	706
929	0.23	39	1432
930	6.77	133	1621
931	14.36	24	435
932	7.87	31	496
933	0.62	126	414
934	13.21	83	733
935	6.29	75	1249
936	13.34	186	869
937	1.24	139	768
938	4.14	51	228
939	5.63	136	684
940	16.78	28	1332
941	11.15	96	1298
942	11.92	40	2063
943	15.10	101	1072
944	6.93	45	631
945	8.07	137	954
946	41.16	143	1579
947	14.46	83	1177
948	14.87	11	1856
949	26.84	53	3022
950	8.17	3	1532
951	18.91	89	734
952	17.08	61	1112
953	7.35	165	996
954	6.25	104	879
955	3.55	107	200
956	6.72	152	707
957	17.54	99	871
958	4.00	92	774
959	8.35	88	1343
960	8.61	98	575
961	34.89	157	1248
962	4.81	72	692
963	4.68	40	1310
964	13.16	11	448
965	19.45	46	366
966	27.38	93	977
967	3.78	51	812
968	17.28	213	1323
969	7.36	70	712
970	14.53	72	1480
971	5.41	111	851
972	4.66	165	1188
973	10.60	24	1306
974	2.84	187	1470
975	12.03	156	1197
976	23.40	104	2783
977	7.51	118	579
978	15.07	62	628
979	11.47	65	1479
980	19.96	32	1522
981	16.75	158	1480
982	11.64	61	2054
983	38.23	100	989
984	9.95	181	1227
985	17.28	119	659
986	4.82	98	583
987	5.70	89	869
988	16.69	36	1675
989	10.22	1	1350
990	2.23	97	1198
991	17.92	45	842
992	13.63	26	893
993	10.32	41	1725
994	14.97	75	229
995	10.72	61	699
996	3.76	43	879
997	24.27	111	418
998	1.74	110	966
999	2.63	67	810
1000	0.97	129	1179
1001	3.55	139	927
1002	8.32	0	924
1003	9.96	4	1060
1004	15.34	7	823
1005	9.97	122	1084
1006	15.71	31	1309
1007	0.25	157	992
1008	1.42	113	1271
1009	0.65	164	365
1010	19.07	45	626
1011	0.49	84	724
1012	9.72	162	1688
1013	1.55	91	599
1014	13.34	40	683
1015	5.90	4	1302
1016	14.33	102	779
1017	8.38	118	1174
1018	11.05	114	1851
1019	1.03	79	2074
1020	25.62	69	473
1021	19.61	111	731
1022	3.66	66	562
1023	6.59	153	826
1024	11.27	4	563
1025	4.39	1	1311
1026	10.31	149	530
1027	6.07	83	729
1028	21.17	203	926
1029	17.55	19	909
1030	7.17	102	1798
1031	9.38	52	945
1032	0.88	101	1067
1033	4.44	52	1411
1034	5.81	94	1470
1035	7.40	208	624
1036	4.35	75	936
1037	15.48	84	1692
1038	14.84	89	514
1039	13.37	129	1054
1040	7.07	27	1844
1041	4.54	229	1872
1042	13.76	92	1651
1043	20.50	75	700
1044	5.85	36	1655
1045	8.25	113	702
1046	11.58	125	639
1047	6.62	168	593
1048	12.77	94	1354
1049	7.65	100	1003
1050	6.37	2	541
1051	0.84	1	1029
1052	5.96	108	1220
1053	22.09	75	710
1054	13.57	80	1773
1055	6.87	56	1432
1056	11.70	57	1280
1057	10.51	62	1225
1058	22.34	30	1530
1059	18.53	79	1456
1060	15.83	135	1244
1061	3.69	162	727
1062	11.83	192	636
1063	12.41	82	1137
1064	17.99	47	256
1065	32.82	121	585
1066	3.65	84	938
1067	5.91	156	872
1068	3.42	116	1100
1069	6.90	150	898
1070	24.95	157	1379
1071	16.42	151	725
1072	2.50	169	849
1073	17.35	51	852
1074	20.83	24	1252
1075	17.85	81	1186
1076	24.66	85	1178
1077	9.60	74	1168
1078	0.44	15	1247
1079	3.29	181	1319
1080	2.13	112	1694
1081	21.97	154	1680
1082	2.14	67	880
1083	9.99	119	1538
1084	11.43	33	565
1085	14.01	4	978
1086	13.31	86	463
1087	11.29	120	1026
1088	15.31	56	1306
1089	13.07	166	744
1090	13.77	30	873
1091	16.37	161	797
1092	5.63	7	1059
1093	19.08	61	663
1094	7.15	45	993
1095	11.40	11	1537
1096	7.67	91	790
1097	25.61	8	513
1098	5.98	85	1110
1099	14.88	70	489
1100	18.25	76	1385
1101	32.90	104	1275
1102	17.50	173	2232
1103	11.91	89	1357
1104	14.21	153	803
1105	2.13	104	2583
1106	10.47	109	623
1107	8.42	77	1232
1108	9.89	101	689
1109	7.93	40	1029
1110	3.89	44	756
1111	27.87	89	1061
1112	10.42	7	2111
1113	1.51	64	1231
1114	7.86	115	1306
1115	12.91	54	1095
1116	7.44	46	687
1117	1.05	18	1193
1118	3.17	162	555
1119	10.26	33	598
1120	21.84	60	930
1121	12.65	71	453
1122	7.53	23	448
1123	17.94	15	1298
1124	6.77	66	976
1125	8.77	1	699
1126	7.15	147	873
1127	9.31	14	251
1128	8.66	206	1098
1129	10.26	152	866
1130	7.72	27	788
1131	3.98	81	289
1132	24.72	18	871
1133	7.44	45	383
1134	29.05	106	1731
1135	19.54	78	1002
1136	3.55	71	881
1137	9.32	76	209
1138	10.16	57	875
1139	19.74	32	1929
1140	15.73	44	371
1141	12.20	94	368
1142	4.04	188	569
1143	4.83	118	1161
1144	9.10	115	988
1145	32.38	46	1086
1146	7.07	122	699
1147	0.69	127	638
1148	8.32	113	823
1149	9.56	98	582
1150	12.16	133	832
1151	15.89	19	1117
1152	8.36	106	771
1153	32.60	76	617
1154	12.74	167	1534
1155	15.09	89	1041
1156	25.05	87	934
1157	22.75	143	563
1158	3.33	36	1190
1159	11.02	98	1340
1160	20.58	58	1140
1161	9.00	188	1145
1162	6.23	75	341
1163	0.23	43	882
1164	7.66	78	577
1165	2.08	3	213
1166	12.91	39	1194
1167	29.17	86	563
1168	18.73	71	1059
1169	11.13	70	546
1170	0.49	72	2151
1171	0.17	7	745
1172	26.42	61	1493
1173	17.50	99	897
1174	32.00	97	999
1175	28.29	37	471
1176	3.66	31	834
1177	5.30	41	708
1178	12.26	5	1290
1179	9.19	134	1205
1180	13.65	99	547
1181	11.67	158	748
1182	24.23	86	944
1183	13.03	10	1047
1184	3.94	59	678
1185	11.79	124	381
1186	3.64	49	1277
1187	14.13	137	793
1188	4.31	190	708
1189	9.94	149	791
1190	24.72	59	1395
1191	18.50	47	1051
1192	3.54	124	1581
1193	1.08	67	654
1194	20.11	80	565
1195	19.98	116	662
1196	4.17	93	1416
1197	11.19	27	658
1198	21.76	122	1183
1199	12.52	126	594
1200	2.19	11	662
1201	8.16	138	977
1202	10.26	136	961
1203	10.74	262	980
1204	3.10	34	1089
1205	2.52	14	1373
1206	5.66	41	1196
1207	3.97	113	602
1208	10.99	53	833
1209	5.30	60	657
1210	20.31	89	691
1211	8.76	112	918
1212	10.90	25	934
1213	13.48	42	1154
1214	11.86	83	986
1215	29.00	95	965
1216	10.73	64	929
1217	7.62	70	818
1218	6.34	146	1547
1219	1.98	139	1124
1220	1.03	27	935
1221	28.35	31	1535
1222	23.78	144	1813
1223	11.26	16	481
1224	20.91	60	724
1225	11.64	63	1215
1226	14.64	133	675
1227	9.42	74	897
1228	2.60	113	789
1229	15.02	75	878
1230	11.55	209	908
1231	5.44	168	437
1232	8.63	60	765
1233	12.48	107	318
1234	14.68	84	1271
1235	11.19	70	483
1236	7.34	180	866
1237	17.49	86	934
1238	8.73	3	891
1239	9.25	60	748
1240	1.48	72	813
1241	9.14	74	1072
1242	11.84	28	1215
1243	14.33	60	1323
1244	11.74	127	1572
1245	28.65	105	838
1246	26.70	58	1270
1247	5.19	70	1770
1248	6.52	51	1651
1249	15.47	66	1204
1250	21.08	97	1047
1251	8.81	164	1056
1252	0.17	178	1208
1253	11.79	124	1139
1254	18.10	99	1053
1255	10.91	128	1892
1256	14.34	61	774
1257	12.40	65	788
1258	12.09	87	476
1259	0.86	86	1458
1260	2.50	23	786
1261	14.78	46	1016
1262	6.07	74	927
1263	2.58	110	329
1264	13.54	91	1701
1265	12.40	50	1277
1266	8.84	161	816
1267	4.16	58	486
1268	5.58	98	1033
1269	12.14	191	877
1270	2.10	15	930
1271	7.69	102	787
1272	18.80	29	1398
1273	6.80	83	410
1274	13.60	46	320
1275	11.98	29	1051
1276	12.22	100	1499
1277	18.04	17	928
1278	9.33	80	664
1279	3.68	63	1003
1280	26.93	40	960
1281	12.07	167	895
1282	17.28	50	668
1283	9.90	94	424
1284	17.94	99	1773
1285	3.76	81	1132
1286	20.08	86	802
1287	14.32	28	909
1288	9.52	186	969
1289	4.50	169	723
1290	18.35	42	441
1291	11.87	103	1665
1292	16.81	188	1198
1293	19.23	60	2870
1294	13.45	40	983
1295	9.13	145	1616
1296	2.63	119	2008
1297	7.61	157	1087
1298	11.69	42	449
1299	2.82	101	512
1300	13.91	60	950
1301	20.86	115	694
1302	13.51	25	857
1303	16.55	71	462
1304	11.95	9	1231
1305	8.86	100	1245
1306	8.77	119	1634
1307	12.72	90	641
1308	3.66	116	361
1309	7.02	58	481
